id,description,date,number,lat,lng,count
797,SCHOOL VISIT ,12/13/19,216,42.508257,-83.454752,1
798,SCHOOL VISIT ,12/13/19,216,42.463211,-83.490985,1
799,SCHOOL VISIT ,12/14/19,298,42.463211,-83.490985,1
800,SCHOOL VISIT ,12/14/19,253,42.477497,-83.495401,1
801,SCHOOL VISIT ,12/14/19,253,42.463211,-83.490985,1
802,SCHOOL VISIT ,12/14/19,230,42.47843,-83.495453,1
803,SCHOOL VISIT ,12/16/19,291,42.493266,-83.528514,1
804,SCHOOL VISIT ,12/16/19,292,42.463211,-83.490985,1
805,SCHOOL VISIT ,12/16/19,291,42.489376,-83.540248,1
806,SCHOOL VISIT ,12/16/19,276,42.468514,-83.439433,1
807,SCHOOL VISIT ,12/16/19,292,42.450681,-83.504154,1
808,SCHOOL VISIT ,12/16/19,292,42.473913,-83.497865,1
809,SCHOOL VISIT ,12/16/19,263,42.521202,-83.469492,1
810,SCHOOL VISIT ,12/16/19,263,42.508257,-83.454752,1
811,SCHOOL VISIT ,12/17/19,301,42.521202,-83.469492,1
812,SCHOOL VISIT ,12/17/19,301,42.512892,-83.449649,1
813,SCHOOL VISIT ,12/17/19,291,42.481261,-83.516392,1
814,SCHOOL VISIT ,12/17/19,292,42.468959,-83.522221,1
815,SCHOOL VISIT ,12/17/19,292,42.47843,-83.495453,1
816,SCHOOL VISIT ,12/17/19,263,42.508257,-83.454752,1
817,SCHOOL VISIT ,12/17/19,276,42.461427,-83.446007,1
818,SCHOOL VISIT ,12/17/19,276,42.465061,-83.461523,1
819,SCHOOL VISIT ,12/17/19,292,42.481261,-83.516392,1
820,SCHOOL VISIT ,12/18/19,230,42.489376,-83.540248,1
821,SCHOOL VISIT ,12/18/19,253,42.484082,-83.457421,1
822,SCHOOL VISIT ,12/18/19,244,42.461427,-83.446007,1
823,SCHOOL VISIT ,12/18/19,278,42.508257,-83.454752,1
824,SCHOOL VISIT ,12/18/19,278,42.521202,-83.469492,1
825,SCHOOL VISIT ,12/18/19,298,42.484082,-83.457421,1
826,SCHOOL VISIT ,12/18/19,303,42.521202,-83.469492,1
827,SCHOOL VISIT ,12/18/19,303,42.508257,-83.454752,1
828,SCHOOL VISIT ,12/18/19,253,42.465061,-83.461523,1
829,SCHOOL VISIT ,12/18/19,303,42.484082,-83.457421,1
830,SCHOOL VISIT ,12/18/19,244,42.468514,-83.439433,1
831,SCHOOL VISIT ,12/18/19,278,42.463211,-83.490985,1
832,SCHOOL VISIT ,12/18/19,298,42.465061,-83.461523,1
833,SCHOOL VISIT ,12/18/19,230,42.463211,-83.490985,1
834,SCHOOL VISIT ,12/18/19,230,42.486569,-83.535075,1
835,SCHOOL VISIT ,12/18/19,298,42.461427,-83.446007,1
836,SCHOOL VISIT ,12/18/19,281,42.508257,-83.454752,1
837,SCHOOL VISIT ,12/18/19,253,42.461427,-83.446007,1
838,SCHOOL VISIT ,12/19/19,230,42.489376,-83.540248,1
839,SCHOOL VISIT ,12/19/19,230,42.463211,-83.490985,1
840,SCHOOL VISIT ,12/19/19,244,42.461427,-83.446007,1
841,SCHOOL VISIT ,12/19/19,244,42.468514,-83.439433,1
842,SCHOOL VISIT ,12/19/19,303,42.508257,-83.454752,1
843,SCHOOL VISIT ,12/19/19,303,42.521202,-83.469492,1
844,SCHOOL VISIT ,12/19/19,230,42.450681,-83.504154,1
845,SCHOOL VISIT ,12/19/19,303,42.512892,-83.449649,1
846,SCHOOL VISIT ,12/19/19,244,42.465061,-83.461523,1
847,SCHOOL VISIT ,12/19/19,298,42.484082,-83.457421,1
848,SCHOOL VISIT ,12/20/19,292,42.489376,-83.540248,1
849,SCHOOL VISIT ,12/20/19,291,42.481261,-83.516392,1
850,SCHOOL VISIT ,12/20/19,292,42.468959,-83.522221,1
851,SCHOOL VISIT ,12/20/19,291,42.493266,-83.528514,1
852,SCHOOL VISIT ,12/20/19,291,42.489376,-83.540248,1
853,SCHOOL VISIT ,12/20/19,292,42.486569,-83.535075,1
854,SCHOOL VISIT ,12/20/19,276,42.465061,-83.461523,1
855,SCHOOL VISIT ,12/20/19,263,42.508257,-83.454752,1
